x,y,t
0.1241361570259962,0.007734806355268131,10.7
0.08991928347380572,0.004050943843231791,10.725
0.05513733111584255,0.0015212196959707436,10.75
0.02004396130807464,0.0002009003729397385,10.775
-0.015105778651028247,0.00011409878359314174,10.8
-0.05005809772822376,0.0012536924464593424,10.825
-0.08456309248591425,0.003581873213248543,10.85
-0.11837724888087707,0.007031306159456574,10.875
-0.15126570366407607,0.011506860471448777,10.9
-0.18300416599776595,0.016887862333364256,10.925
-0.2133804145373448,0.02303080975300409,10.95
-0.2421954457581822,0.02977251839890893,10.975
-0.26929388017156586,0.03694195081389706,11.0
-0.29454317684579623,0.044361827377335294,11.025
-0.3178167640452609,0.05184784739378512,11.05
-0.3390104853457947,0.05921740512188012,11.075
-0.35804063982406076,0.06629399689496629,11.1
-0.3748417635097004,0.07291119501477217,11.125
-0.38936427800323997,0.07891614984572892,11.15
-0.40157212998568975,0.08417260118581504,11.175
-0.4114405380981393,0.08856339572655214,11.2
-0.418953952300274,0.0919925188347952,11.225
-0.4241089595100355,0.09438883042261725,11.25
-0.4269020377230233,0.09570212308779003,11.275
-0.42732690328797185,0.09590281621591568,11.3
-0.4253831516044429,0.09498664411453484,11.325
-0.4210761789943835,0.09297472390043626,11.35
-0.4144176057667384,0.08991316456583975,11.375
-0.40542618693999044,0.08587221520003019,11.4
-0.3941291695715035,0.08094494305679545,11.425
-0.3805640345753737,0.0752454295394297,11.45
-0.3647805414083343,0.06890647268395078,11.475
-0.3468429767814852,0.062076789146703004,11.5
-0.3268312302965261,0.05491728039136223,11.525
-0.3048235605973695,0.04759116084281234,11.55
-0.2809202526636794,0.040268885758425355,11.575
-0.2552424680170553,0.03312292274531481,11.6
-0.22792826544259367,0.026322072853486866,11.625
-0.19913350494619772,0.020027629365070965,11.65
-0.16903229166227687,0.014389486472775603,11.675
-0.13781692304546672,0.00954227968969823,11.7
-0.10569732290503286,0.005601651283194675,11.725
-0.07289996871964295,0.0026607424949747216,11.75
-0.039666343464418975,0.0007870191014516248,11.775
-0.00623393804783302,1.9431180577456075e-5,11.8
0.027162557229608867,0.0003689703271770872,11.825
0.060276097811643475,0.0018182570129819942,11.85
0.09286872877421364,0.004321638672476924,11.875
0.1247137380221993,0.007807234682428166,11.9
0.1555974429769596,0.012179451651752826,11.925
0.18532058674670898,0.01732188376465027,11.95
0.2136992951287885,0.02310051117760381,11.975
0.24056556703922133,0.02936710958514399,12.0
0.2657672916327984,0.03596278770051253,12.025
0.2891678047293276,0.04272157618171424,12.05
0.31064847304711335,0.04947513120723823,12.075
0.33012983641782057,0.05606446665741893,12.1
0.3475330994618821,0.062332284453379794,12.125
0.3627919866681061,0.0681298511008045,12.15
0.3758557026043905,0.07332179759111634,12.175
0.38668685477098363,0.07778891985222591,12.2
0.39525950425028,0.08143050110521144,12.225
0.40155743839606367,0.0841661593559716,12.25
0.4055727452544929,0.0859372295587495,12.275
0.40730475259887716,0.0867076927344852,12.3
0.40675937609904167,0.08646466409037112,12.325
0.4039480759212058,0.08521808502815509,12.35
0.3988815324206219,0.08299753375807306,12.375
0.39157337178549806,0.07985311253662541,12.4
0.3820442831477646,0.07585598215748279,12.425
0.370323296243101,0.0710970684406016,12.45
0.35644934296477016,0.06568534962787631,12.475
0.340473043808886,0.05974572245614729,12.5
0.32245863511792955,0.05341644392167788,12.525
0.30248594266480067,0.0468461538187096,12.55
0.280652300080773,0.04019049470253122,12.575
0.25707430764764977,0.03360836078353746,12.6
0.23188242563581193,0.02725617931479407,12.625
0.20521022188671,0.02128208107074736,12.65
0.1772197274219161,0.015828689600991375,12.675
0.148086698204846,0.011025617210037697,12.7
0.11799916640665604,0.006986305871195753,12.725
0.08715666655444246,0.0038053827313070387,12.75
0.05576909095315736,0.0015563067982959922,12.775
0.02405522053299657,0.000289368684563307,12.8
-0.007759007840631463,3.010155438731843e-5,12.825
-0.03944242310497795,0.0007781551329014702,12.85
-0.07076064488995645,0.0025066761452698927,12.875
-0.10149047839575834,0.005163489413964051,12.9
-0.13143610032152558,0.008675355127156226,12.925
-0.16039316226143502,0.012946792974270815,12.95
-0.18817346941901264,0.01786419197403666,12.975
-0.21460677182875315,0.023299465810916242,13.0
-0.23954092373766378,0.02911373176107457,13.025
-0.26284160750603,0.03516100339815964,13.05
-0.2843916583023701,0.041291814633864776,13.075
-0.3040900414240636,0.047356705420800616,13.1
-0.3218505460186028,0.05320951313000233,13.125
-0.33760026727641673,0.058710427373758756,13.15
-0.3512863751588036,0.06373193869074634,13.175
-0.3628701671662416,0.06816029179866778,13.2
-0.37231168234440665,0.07189224160667762,13.225
-0.37958204654564504,0.07484192164786252,13.25
-0.38466217012134496,0.07694257227540957,13.275
-0.3875415938299953,0.07814778133818712,13.3
-0.38821767190016054,0.07843229265320972,13.325
-0.3866951283220933,0.07779238902947683,13.35
-0.38298600457300974,0.07624585505600978,13.375
-0.37710999874592027,0.07383152242917923,13.4
-0.3690951779358503,0.07060839813106601,13.425
-0.35897529212038964,0.06665293719480703,13.45
-0.3467828985707865,0.0620545744773614,13.475
-0.33256385791283527,0.05691926092718258,13.5
-0.3163747517548989,0.05136570984808586,13.525
-0.2982841504037598,0.045522883659379065,13.55
-0.27837423322539095,0.039527311020154166,13.575
-0.2567423201484932,0.033520108308109364,13.6
-0.23350223466352382,0.02764373483422211,13.625
-0.20878542205273903,0.02203852451220778,13.65
-0.18274175378941296,0.016839051110160486,13.675
-0.1555382909905238,0.01217013608833073,13.7
-0.12734155116259066,0.00814107386811036,13.725
-0.09833933819836752,0.004847059712575041,13.75
-0.06873039069064842,0.0023647292745154758,13.775
-0.03871817493713943,0.0007498296574890428,13.8
-0.008509437601261705,3.620591957920194e-5,13.825
0.021687383606664095,0.00023519896312740318,13.85
0.05166381943682215,0.0013354668552609805,13.875
0.08121302485117911,0.003303233378114223,13.9
0.11013135732138078,0.006082959128605014,13.925
0.13821980661743546,0.009598422326257183,13.95
0.16528520997599425,0.01375418917838156,13.975
0.19115713017539535,0.018440551172213993,14.0
0.21569446161098663,0.023539094878680444,14.025
0.23875336559370713,0.028919761081671713,14.05
0.26020797450346317,0.03444740691933046,14.075
0.279949977436068,0.039985411499624646,14.1
0.29788755364018965,0.045399033424822544,14.125
0.31394408591409295,0.050558526859309394,14.15
0.32805672881270287,0.055341975802508325,14.175
0.3401749085721479,0.059637818934677234,14.2
0.35025883034720423,0.06334704838782024,14.225
0.35828272401512656,0.06638686295002216,14.25
0.36422929081554173,0.06869069385514703,14.275
0.36807844470482676,0.07020525999354255,14.3
0.36981840086651285,0.07089594211383665,14.325
0.36944532459740037,0.07074753046703097,14.35
0.3669630726755344,0.06976449041517963,14.375
0.3623832760107301,0.06797083668603432,14.4
0.35572575891527414,0.06540961676028778,14.425
0.3470192744844831,0.06214200268043624,14.45
0.33630252034827474,0.05824599028865385,14.475
0.3236253849210081,0.05381470618344031,14.5
0.3090499065687131,0.04895417815445413,14.525
0.2926364703231519,0.04377623108562756,14.55
0.27445828784326187,0.03840099405513875,14.575
0.25460514390954625,0.032954902450356593,14.6
0.2331793227018927,0.027566247261909038,14.625
0.2102966105159625,0.02236236999310548,14.65
0.18608706211661705,0.01746674086176281,14.675
0.16069548639577533,0.0129959672564528,14.7
